id,textOriginal,authorChannelId,authorDisplayName,likeCount,publishedAt
Ugx3zVa-jDUh_BBKP4t4AaABAg,"Wah keren ternyata ada Museum di lereng gunung Merapi, jd pgn kesana,",UCEfPs5nW6me1Kjwy5lyxnOg,@sonunta6250,1,2022-10-19T15:44:02Z
9qNOyc_F8i49qUfHNcFQNv,Setuju kak..sy jg sdh 3x an ksni..😁👍,UCpsfyeNCScEzgaA5nhePj8Q,@Elocer,1,2023-06-03T06:28:26Z
UgznKjn6gAIO4wE0wUF4AaABAg,Dl pernah kesana ternyata itu tho alasannya ga boleh ambil foto selama tour.. jd ga penasaran lg skrg.😂,UCH4dtf7QQwi5P5oU1HyDLUA,@Kenzaa88,1,2022-10-19T13:00:43Z
UgwAsD68pn9OjcUo99x4AaABAg,Terimakasih....ternyata dolan saya kurang jauh...,UCxwTZrwQwti1TLSlADvlGrw,@teguhwidodo4493,1,2024-05-26T11:43:02Z
UgxNQhov_aTcIqSRUi94AaABAg,Mantap mbak salam sukses selalu mbak .,UCHjHBQ2frSrrRu6hPWYBVJw,@wonggunung1,1,2022-10-19T12:42:39Z
UgywtIcnnSddhvugMUF4AaABAg,"Enak,, sejuk ya suasananya mantap .",UCcbbl3QangBjXzcxBwPIuaw,@kayomoto8713,1,2022-10-19T12:52:01Z
UgyZU7SctZBMeAADvaN4AaABAg,"Suka😍 Sayangnya belum banyak orang tau, saya sudah 2x ke sini tidak bosan",UCkQmPJFK1NQEQhU1L7nh1eg,@mujiharsini3396,1,2023-07-31T02:06:14Z
9hMriy7KhMx9hN0H9YaWfF,Hehe iya kakak..☺️,UCpsfyeNCScEzgaA5nhePj8Q,@Elocer,0,2022-10-19T14:24:10Z
Ugwgd9boUItmRPzPK9N4AaABAg,Sekilas dari atas tadi keliatan serem trtutup pepohonan besar tapi begitu diperlihatkan kondisi realnya ternyata eksotik bgt..,UCu3zwVfQg7V0TpPD3_rMwCw,@duapejuang,0,2022-10-20T10:00:18Z
9hP6sSK297w9hPBbLw9I4U,Hehe iya ini Kak..tempatnya sejuk dan eksotik..makasih ya kak..👍☺️,UCpsfyeNCScEzgaA5nhePj8Q,@Elocer,0,2022-10-20T10:41:40Z
9hMqjG81uqz9hN0SYXMMgs,Iya kak..mantap..hehe,UCpsfyeNCScEzgaA5nhePj8Q,@Elocer,0,2022-10-19T14:25:43Z
UgxUE5kOJCEHp4pON_Z4AaABAg,Suasananya enak - enak syahdu ya mbak 👍Joss pokoknya liputannya..,UCyQFsPC0DLGoDVMC5Yr1O9g,@RaraTV-Channel,0,2022-10-20T05:16:32Z
9hObP5e7lVb9hPBXCebq9p,Iya betul Kak..terima kasih Kak..👍☺️,UCpsfyeNCScEzgaA5nhePj8Q,@Elocer,0,2022-10-20T10:40:58Z
9hMsgpj91c19hN0Mh8iZ0j,Makasih jg atas atensinya Kak..☺️👍,UCpsfyeNCScEzgaA5nhePj8Q,@Elocer,0,2022-10-19T14:24:55Z
UgyvwVr7QB48fd8-rSZ4AaABAg,Keren banget museumnya👍,UCZuG4wjEolFSiZCEHH47oUg,@perkistv1797,0,2022-10-20T04:03:19Z
9hOU0m0EfaM9hPBKgzBtm5,Betul kak..mantap..👍☺️,UCpsfyeNCScEzgaA5nhePj8Q,@Elocer,0,2022-10-20T10:39:15Z
UgziLhzKdrSiSTRxdsx4AaABAg,"Waaaah mantaaaappp kak, sukses selalu @Elocer Channel 😍😍",UCpRIF9IjXUpqk7t2p0McD8A,@arabellanuittha,0,2022-10-20T01:48:19Z
9hOEZxvmFHF9hOT2hW3sKS,Terima kasih Kak..sukses slalu jg bt kakak..👍☺️,UCpsfyeNCScEzgaA5nhePj8Q,@Elocer,0,2022-10-20T03:54:50Z
9hOEZxvmFHF9hOT8Gegpla,@@Elocer 🥰,UCpRIF9IjXUpqk7t2p0McD8A,@arabellanuittha,0,2022-10-20T03:55:36Z
9hMriy7KhMx9hN0GJBxO4R,Hehe iya kakak..☺️,UCpsfyeNCScEzgaA5nhePj8Q,@Elocer,0,2022-10-19T14:24:03Z
9hR72ICsi-j9hRbgx49B0Q,Iya kak..sejuk&keren..cobain kak ksna hehe,UCpsfyeNCScEzgaA5nhePj8Q,@Elocer,0,2022-10-21T09:16:50Z
9hN9Q7Vzpiw9hNB59hevjn,Iya bagus kak..agendakan ksna kak..hehe,UCpsfyeNCScEzgaA5nhePj8Q,@Elocer,0,2022-10-19T15:58:39Z
UgzocE_Anu0izZBPrpF4AaABAg,"Tempat ini memang keren sekali dan banyak menyimpan benda serta cerita sejarah. Saya pernah ke situ ka, terus pas masuk pake earphone ya.",UCDC8Mx4MIkgxNOG5bwYDpFA,@Kaka_TV,0,2022-10-20T13:33:18Z
9ht-kfkZBwr9htEHcz7lez,Terimakasih Kakak..🙏🥰,UCpsfyeNCScEzgaA5nhePj8Q,@Elocer,0,2022-11-01T12:01:30Z
Ugyiq9IIwRpJ8AVknMN4AaABAg,Tp tempatnya keren banget ya ka.... udah lama pengen kesana,UC0rdhJyRQ2BR1zJIAPA4zNw,@Arkachannel69,0,2022-10-21T04:40:16Z
UgxSnomcDl-_0eID8JJ4AaABAg,"Kalau tur ke sana, kira kira menghabiskan berapa jam ya kak?",UC90cUfesS_xYp-N_qO3tjtA,@desieliska5802,0,2023-03-25T11:30:41Z
A3u2rmT65akA3uCxyao6S-,Gas ken kk..😊👍,UCpsfyeNCScEzgaA5nhePj8Q,@Elocer,0,2024-05-26T13:11:16Z
Ugw5KazRxCkBisG5jIp4AaABAg,Kalau datang sendirian/berdua apakah dapat guide personal kak?,UCuAaarHPk-6vgJkv46XgKQw,@izzatfirdausi,0,2023-12-25T05:56:24Z
9yjT_8S8-tl9yjVr2rEKXx,"Dapat, tapi digabung dengan pengunjung lain kak..",UCpsfyeNCScEzgaA5nhePj8Q,@Elocer,0,2023-12-25T06:16:20Z
9soYNdIlCMV9sp3IpJEjTn,Betul kak..suasananya asli nyaman bgt..😊👍,UCpsfyeNCScEzgaA5nhePj8Q,@Elocer,0,2023-07-31T06:53:56Z
9soYNdIlCMV9z3mdhDPkGW,"Gapapa, biar lebih terjaga auranya, kalo terlalu rame kadang vibesnya jadi beda 😂",UC9D6kYG6cyXhe20gHPY51AA,@sage-vd5dz,0,2024-01-02T12:35:51Z
UgyR84u8e_R8w3gfC8F4AaABAg,Semoga bulan ini bisa ke sana ❤,UC0rT67YoVJMkmk4mypUNWVQ,@user-vm4dp6sj2u,0,2023-07-04T02:01:14Z
9rj0LOE1BBZ9rkNSQFrkn_,Aamiin..smoga dilancarkan..,UCpsfyeNCScEzgaA5nhePj8Q,@Elocer,0,2023-07-04T14:42:24Z
9qNOyc_F8i49xD1-Vi6s18,"​​@@ElocerWow sdh 3x??? Saya baru sekali, tp nanti kalau ke Yogya lagi pgn kesini lagi. Buagus bangetz gak akan nyesel gak akan bosen.... ❤",UComg_VRwTctewus4HqD8wVg,@BundaHanaRaisyaIra,0,2023-11-17T09:40:24Z
UgwN5_FBXDsPpfl0WY14AaABAg,"Lah ini kok bisa di shoot,katanya ga boleh ambil video",UC3WHV9H8OSdD5N9L6tU8vOA,@alexevolutionchannel,0,2023-04-28T17:58:09Z
9p3CaX3GWl69p5EJhYoTZR,Bisa kak yg sekitar museumnya blh dishoot.yg tdk blh dishoot area dlm museum.,UCpsfyeNCScEzgaA5nhePj8Q,@Elocer,0,2023-04-29T12:51:40Z
9nfyDqtFWTv9ngQ7P_6DaU,Tergantung paketna kak..kisaran 90menitan..detailna ada divideo kak.,UCpsfyeNCScEzgaA5nhePj8Q,@Elocer,0,2023-03-25T15:43:12Z
9hS3ko7f_he9hSMFh4VkPt,Njih leres sanget Pakde..👍🙏☺️,UCpsfyeNCScEzgaA5nhePj8Q,@Elocer,0,2022-10-21T16:12:25Z
9m1Bn45uZO09m5Pwv8Md5D,Iya betul kak..wah sama saya jg 3x kesini..suka kangen ama suasananya..🥰,UCpsfyeNCScEzgaA5nhePj8Q,@Elocer,0,2023-02-14T00:59:06Z
Ugw1JI68fsUylcoQrDx4AaABAg,kl hanya ke restonya apakah bayar HTM kak?,UCwNPGyCeGfQ_RwOP9dhSIUg,@niamulyawan7461,0,2023-02-07T10:49:00Z
9lpRtMcA_N99lrpaOu6-qx,Gratis kak..,UCpsfyeNCScEzgaA5nhePj8Q,@Elocer,0,2023-02-08T09:03:21Z
UgzVGHXGgGyukdrNsKV4AaABAg,Izin tanya. Apakah harga tiket masuk wisata sudah termasuk biaya local guide?,UCjuxdZEHvGjpcChVhQffdcQ,@masykurkasyafi1839,0,2023-02-03T18:48:40Z
9lg-b2OTimb9m5SmCq0d4m,Sudah termasuk guide kak..,UCpsfyeNCScEzgaA5nhePj8Q,@Elocer,0,2023-02-14T01:23:51Z
Ugysz3dnBYI9G7abkg94AaABAg,Tiket masuknya skr brp kak?,UCYsFO8JXktDGzazBm9hKs8g,@ninik0310,0,2023-01-24T01:46:43Z
9kCg8CoTtFY9kDU-ysZrgp,masuk akal sih kak..👍☺️,UCpsfyeNCScEzgaA5nhePj8Q,@Elocer,0,2022-12-29T11:05:44Z
A5BNsbT-mNGA5Gi7YPRz-9,@@firstyirani8395 kl ramai antri kk,UCpsfyeNCScEzgaA5nhePj8Q,@Elocer,0,2024-06-29T12:46:15Z
UgxwBdSVSWljp0OtkQJ4AaABAg,"wah keren nih infonya, mantap 👍👍👍👍👍👍👍",UCyonzYEtdUSZNogG05MaxcQ,@andraestece,0,2022-10-24T04:01:35Z
9hYm-bWgT2j9hYtprsxdFd,Terima kasih kak atensinya..🙏☺️👍,UCpsfyeNCScEzgaA5nhePj8Q,@Elocer,0,2022-10-24T05:10:01Z
9hMpeewsQW09hN0B8My8Tn,Terima kasih kak..👍,UCpsfyeNCScEzgaA5nhePj8Q,@Elocer,0,2022-10-19T14:23:21Z
