id,textOriginal,authorChannelId,authorDisplayName,likeCount,publishedAt,sentiment
Ugx1sIQk_6cXXk2iRaB4AaABAg,Gerakan jogetx asikan yg cowok...syuukaakk 👍👍,UC4k2qi42_rbWpk6vgyB5Cow,@dwiarikikilestari3722,2,2023-05-09T00:35:18Z,positive
UgyhH1xDNkabO72t-9R4AaABAg,Aku suka main di sana soalnya indah 2 hari 1×,UChohP0rsFrUyx5TQZLIv-Hg,@ekomaryanto7360,2,2023-05-19T23:25:59Z,positive
UgwhALfMBpS2wRuOpot4AaABAg,Aku pernah kesitu sama mba indah mba dea naik mobil liat kk pas di malioboro 😊,UCqGEYU5biYhEPkjHSe1wGuA,@ciptahadisunaryo1306,2,2023-05-20T08:27:43Z,neutral
9pyFc-itJy_9pyFeUeLeST,Orin,UCqvN1eTSE33UDWgcCx3nQXQ,@satari1766,2,2023-05-21T07:00:51Z,neutral
Ugyp4itWVy6wDBX8wLp4AaABAg,"Jogja t4 yg indah, bnyk kenangan dmasa muda, skrg pengen bw ank2 kesana,,",UCcIdCDXrXXqF0z48fUj3_Sg,@user-ec8hx2by5v,2,2023-06-26T02:27:53Z,positive
UgyRl12UZztP3v8R_QB4AaABAg,malioboro..yogya mmg istimewa dan diahayu mmg cantik....,UCN_AwINi-61pD2scvGjpP3g,@sricicimulyani7788,2,2023-05-29T14:04:49Z,positive
UgyOI5ahxic0WB56sUp4AaABAg,asyik-asyik,UCUa1aLX7uY9lzpru7rYLC-Q,@yudimartono705,2,2023-04-24T01:21:10Z,positive
Ugy0Ydp_gCfvbxL9hkN4AaABAg,Jadi kangen sama jogja aku,UCaYJuUA7UeID4BUQ10XdCWw,@ekaprastioc9749,2,2023-04-30T09:35:09Z,positive
UgzZc8Ne2bI9HInZkkR4AaABAg,"Mantaaapp👍👍👍👏👏👏sangat menghibur kalian anak"" muda harapan bangsa,...semoga Sukses SELALU kedepanxa kalian bersama🤲🤲👌🙏❤️",UCnIHhZ78VfElS6DU4o9mMpw,@omori5020,2,2023-06-06T06:11:51Z,positive
UgzdHXcdXjnkB84iye94AaABAg,Jek enek begal ra sih?,UC-WrjRe9pW51jL9a7cBFD5g,@damibaskoro3213,2,2023-04-12T20:52:20Z,negative
Ugw8atpW3A_AF-ExokN4AaABAg,Keren mantap,UC1IoyDU3-JHht9TMFd7yZ8A,@johannamagdalena6901,2,2023-04-13T05:46:47Z,positive
9oRl3ZMTKlZ9qJnejS1XZm,"​@@yudimartono705 minta foto kalo ga ya ikutan joget, orang bahagia dg caranya sendiri 😊😂",UCdwmyRYZ_i392ZTKRWewf9A,@ayupujilestari4257,2,2023-05-30T01:10:01Z,positive
Ugz7LDDkI6bJ2bc6nQl4AaABAg,Pernah kesana karna Study tour.... tapi udh lama 😐 Jdi pingin kesna lgi deh... kayanya mlem2 disna udaranya adem...,UCg4bUb8O0sePbcs8zPaFV0g,@AliaNu315,2,2023-05-13T22:54:14Z,positive
UgyrThuHH_gAOy0jc_x4AaABAg,dance ini kurang pas untuk laki-laki,UC2uW_eMfa21s31VbbSH9c2A,@FiQ_Nudi,2,2023-04-18T07:46:21Z,negative
UgxKb6G_Kop_nOeb5GZ4AaABAg,Pengen polll neng Malioboro🥺 trs ketemu mbk Dyah,UCdJZl4XKzUb4FpQpQ-RsHRg,@ndyam.zuniarti1613,2,2023-04-20T07:23:52Z,positive
UgzUBoXCRuLStj0y-2h4AaABAg,Pingin ketemu tp blum pernah dapet. Pengen nari joget bareng 😅❤❤❤❤❤sehat sllu kalian nggeh,UCj3l5T6kqyoF7z1OPYrJN_w,@noviomahjamu9760,2,2023-04-19T21:12:53Z,positive
UgyaNyRNV5U_rgN33Il4AaABAg,keren dancenya,UCiTGfKe5QsN_xYQ5wi_GSlw,@andhiyudhasofianbp,2,2023-05-15T14:51:01Z,positive
UgwG3f-yeGqqNreqjQF4AaABAg,aku udah selesai kak ke Malioboro nya pas piknik keluarga kak,UC4MWpWZR54q3vcinSch5xzA,@Windyarti567-wv1yc,2,2023-05-26T12:19:34Z,neutral
UgzpzpNaipkjPRDwQJp4AaABAg,Gak malu kamu banyak orang bergoyang dan kamu gak malu apa,UC6x9ufUOib8T_uF9LQvXJpw,@srimulyati-tl9ci,2,2023-05-05T14:00:51Z,negative
UgwEDbKRY3IOzFd6_rR4AaABAg,Selalu cinta dengan Jogja. Insya Allah Suatu saat  akan ke jogja Kembali. ❤,UCIxWjfFK649Mr3aRYGT_LDw,@ekomeiyulistanti6441,2,2023-05-10T05:28:34Z,positive
UgyllkKr5Shinu7yQEt4AaABAg,Adem tenan oppo banyak calok2 nya nggak yo sebab dah kemakan cerita wasito yg mati di kali bledu nagoya batam pas di bandara sultan mahmud badarudin 2 tanjung api2 sumsel jd ragu sm jawa asal usul bpk mamakku 😊😊😓😓,UCDXvYW8cRhYbQ3J0K1-tcZQ,@gebyong6962,2,2023-05-18T08:33:02Z,negative
Ugy6yhXqM66_9QwlPQZ4AaABAg,siiP,UCd5N6fqSnsDhdb6UCD4ze2g,@de54kudes4ku8,1,2023-07-05T16:29:17Z,positive
UgyWjWBYj1aytTHV46F4AaABAg,deket rumah ini kak ❤,UC34JuAEXayRYAcGA4YoAfNQ,@KaivanoAW,1,2023-05-10T20:27:38Z,neutral
UgzlSbzUZmuahlFEUPV4AaABAg,Syahdunya ❤❤❤,UCSw-k0tzwgPOe43YMvJQDIg,@Maduputra,1,2023-05-27T14:24:45Z,positive
UgzJxfhzAWKFexfW_vx4AaABAg,Kangen Jogja tapi sayang banyak sahabat yang sudah almarhum 😢😢,UCrJVkFVWKTRYGL4bw9ICDrw,@hantorodwi9541,1,2023-04-30T05:46:40Z,neutral
UgwfPa9btUO6n6hY6cR4AaABAg,aw mu 😍,UCod-m-s-TKR4ELEoLAnn9UA,@junilevian6462,1,2023-05-25T15:36:27Z,neutral
UgyINORBPLdSwGl0-a54AaABAg,🤣🤣🤣🤣,UCrDqlhEleKEV3z_MTtMapQg,@donglemimagelang4154,1,2023-05-27T15:10:27Z,positive
UgwuDxnQpqJ39Zz2x1R4AaABAg,Klw di jakarta kayaknya Udah ga ada taman dan tempat terbuka untuk ngopi ngopi kayak di Malioboro itu,UCaDxPYJxm6dNemrVMzky-ig,@syukronbarbathuly5892,1,2023-05-10T17:08:51Z,neutral
UgxcNvM6hVhWHD_1knF4AaABAg,Keren,UC_cpSLLh2BGeFnImAzax2kQ,@ionchanel,1,2023-05-01T03:58:51Z,positive
Ugz7AymIJyQNdgOc5AR4AaABAg,Manap👍👍👍👍👍👏👏👏👏👏🌹🌹🌹🌹🌹🤝,UCrmDOS5S4HZ8_p2Ers64jeA,@yusup-wp6fr,1,2023-05-27T16:01:00Z,positive
UgzFwq9FdGMF2pQKgwF4AaABAg,"Sholawat

https://youtu.be/lsMWRqLTNKg",UCEiA_M2JgUKJDGpUdV5OqDQ,@bilalbils1982,1,2023-05-24T09:32:17Z,neutral
UgzRHrJywF_tr9FOkg94AaABAg,Bagus bng'tttt 😊😊😊,UCYhR-8lmwmboIH1_ChPtRHA,@tehintan4891,1,2023-07-03T04:23:16Z,positive
UgwcxQIVDZW_D9Xwb8t4AaABAg,Asik banget joget nya❤❤,UCkLh6gQsQwDu1bELNVstSRA,@imamkurnia.ibo579,1,2023-05-08T05:24:46Z,positive
UgxMIIsmpZwdubTIvzp4AaABAg,kok Aku seneng liarnya terhibur banget,UCpNJnzY6-7I07LE59LSMtsg,@dedemarwati1589,1,2023-05-02T13:31:21Z,positive
UgwpaGL6C1l_gpAu3b54AaABAg,Beraksi lagi dia,UCvNYdmTyD0W1k7cYEBN32KQ,@Sya_hi10,1,2023-05-30T04:42:52Z,neutral
9pPdk3UjNOV9q2QBas4QDm,Knp skrng kk,UCCqsORCxseRCncA4ulDRfZg,@Masisol03,1,2023-05-23T07:09:06Z,neutral
9pM28UQEdrW9qabewlgFd7,sukaalihatnya;nyakerenjosstenanjogetnya,UCBgPy-ARiNUyIHvjJwceI8g,@khairilana345,1,2023-06-05T23:11:31Z,positive
UgxMtHHm1uGIDcdQMOx4AaABAg,Lucu ps ujungnyaaa bkin ketawaa kk😅😅😅,UCHaEzmOuxsSUgyX5ViF-XOQ,@muhammadfahrial-syafiq9264,1,2023-06-07T01:28:44Z,positive
UgzizgE0E7NGdK-N87l4AaABAg,Ku suka kk keseruannya keren hbiiis,UCHaEzmOuxsSUgyX5ViF-XOQ,@muhammadfahrial-syafiq9264,1,2023-06-07T01:29:06Z,positive
UgwnJAsVbk-uqcZzWw94AaABAg,Pokoknya Jogjaku kota Istimewa👌👌👍,UCOtOvUdhO9x04EpVnJ0iYIg,@feripatrianingsih6083,1,2023-06-07T04:37:05Z,positive
9pM28UQEdrW9qabkUebvH9,akubertemudgkalian❤❤,UCBgPy-ARiNUyIHvjJwceI8g,@khairilana345,1,2023-06-05T23:12:16Z,neutral
Ugzbfet9HDjb3AZdldp4AaABAg,"Ihh pingin banget aku ke jogja ,tahun ini insya Allah",UCmS26P5RVvt9WliE_4kLf-Q,@ermagiyatunerma9722,1,2023-06-07T15:48:40Z,positive
UgxecSKHq79X3-ZRMk14AaABAg,Lincah gemulai gawat,UCU0I1aiGUhML4K0hcX29z6Q,@PutarIQ,1,2023-05-07T12:16:58Z,positive
UgxHwDlSnm5YreVoMKV4AaABAg,Cari Cantik ganteng❤❤❤❤❤,UCBTH_uV0RJMOZfEVWcF3kjw,@nadineyaa450,1,2023-05-07T14:49:00Z,positive
UgwtCYoxwS3W1thXfVR4AaABAg,Kereeeen 👏👏👏👏,UCo_JtKb4k94k8F8ppZbyrgg,@catumustika4424,1,2023-05-07T15:45:30Z,positive
9pKhDrnyw2x9r4fUrh-eZQ,enak banget y main ke Malioboro Yogyakarta,UC4V9YMs0Zbazne09z9d4PQg,@HihihiHemm-lp9ti,1,2023-06-18T00:41:25Z,positive
Ugxu170W9brq6Qil7xF4AaABAg,Sukaaaaa banget liat joget 2anj ini,UCgmJ9NLsuGfNbnhUWcKfrvg,@pujirahayu9428,1,2023-05-05T11:11:04Z,positive
UgxCAkYvrNDHZcEwlbZ4AaABAg,Klambine gak salin 😆,UCY-sT-J4-F7Hu7e7s97GCPA,@arofah2967,1,2023-05-05T11:09:58Z,negative
9pKVS1cxK9H9qdzvoxVoGS,Bajunyantidakdiganti,UCBgPy-ARiNUyIHvjJwceI8g,@khairilana345,1,2023-06-07T06:41:15Z,negative
UgzWkQ0BO_vACmQCVGF4AaABAg,💞💞💞🎀💖the best 💖🎀💞💞💞,UCQPrA_DMLN6UO9WVCYsq7aQ,@mamangtimur,1,2023-06-13T21:05:35Z,positive
UgxpRfa89R6JSTRvvP94AaABAg,"kemarin habis dari sana tapi pas sore hujan2,,,pngn kesana lagi",UC3g09l_BKcd5p73QCDrEVSg,@fajriahnurp.7163,1,2023-05-08T00:07:21Z,positive
UgzmSh2ygvrKLqQVqrt4AaABAg,judulnya apa,UCYGfJ27CLm7TxsmMqrP0ibQ,@indahnovianti3351,1,2023-05-08T05:23:03Z,neutral
Ugwy32iCg_uCkb-GB0l4AaABAg,❤❤,UCF3XLhoVEfh6LjGcDjXIZOw,@tienhariningsih8215,1,2023-05-08T09:00:54Z,positive
UgwJO8zrD4c9EdypE5B4AaABAg,Keren jogetx😅,UCzFDS0nrVuTb7B6pIriK6cw,@bangalif3511,1,2023-05-08T12:35:59Z,positive
Ugw7IyedcBNdJGWW-HJ4AaABAg,Ko asik banget ya 😅,UCB3kLr38GLf2CqYaEronI4w,@ernitaindah,1,2023-05-08T14:15:33Z,positive
UgyKWcw_-EjULYHUn_l4AaABAg,sarafe pedot dot.,UCEWhDjVnK3znNXFCow5edow,@azizkurniawan4583,1,2023-06-17T15:04:25Z,negative
UgxX8spwYE311SAGDjB4AaABAg,"Gemulainya terbalik..
Keren keren ❤",UCSEyVGvHa33ANQikV-ucVOA,@nurlela8200,1,2023-05-09T01:52:00Z,positive
UgyCMDzyX8VmhnF5YOR4AaABAg,juhhhh lanang gempal...kok yo lemes ngono,UC_jDsauVKRWeIxRRZ4mJMyA,@violaalmeera6823,1,2023-05-09T07:43:56Z,negative
9q5FN6oWEE_9qb6KdPe7qG,BilalBils,UCBgPy-ARiNUyIHvjJwceI8g,@khairilana345,1,2023-06-06T03:48:13Z,neutral
9pyFc-itJy_9qacZ6P1UnB,Terjamahkankebahasalndonesia,UCBgPy-ARiNUyIHvjJwceI8g,@khairilana345,1,2023-06-05T23:19:19Z,neutral
9q3CrhnBRs09qmW789494Z,Ajak aku dong ke kota jokja,UCc-1uF29BYEcKbly8YLQB3g,@keyshaputri3147,1,2023-06-10T14:05:13Z,positive
UgyXWLh-4cNAjjvahuJ4AaABAg,"Untung jogetnya sama laki-laki jdi bebas dari hujatan😅, coba klo cuma cewe doang pasti bnyak mulut neziten dari kalangan kaum adam yg nyinyir dan julit😅",UCgNCfQXLJwifNJJgTWgKrNw,@terryhayatunur0223,1,2023-05-17T17:17:20Z,negative
9q3CrhnBRs09qmWFu9k6_8,"Aku suka bet musik, a",UCc-1uF29BYEcKbly8YLQB3g,@keyshaputri3147,1,2023-06-10T14:06:25Z,positive
UgwGTfVimCZUlxAYvwV4AaABAg,asik lo jogetnya 💃💃💃☕,UCMof6oFGUCg6-mEYB8T7Lsg,@muhammadimron8585,1,2023-05-19T21:43:15Z,positive
Ugy3rnqgC8qGKB4mFAl4AaABAg,"Goyang nya hanya gitu"" aja dr dulu....",UC6F2aAKncegz7rAaPEkpy-w,@owrinarin3900,1,2023-05-19T17:42:02Z,negative
UgxIqBd0CKHdotZWOoh4AaABAg,Udah zamannya org joget ²an,UCpBP-JpyR3WLHcGHtNaR6TA,@rodiyahrodiyah3487,1,2023-05-19T16:33:06Z,neutral
UgzDXlurReN_ni_H-N94AaABAg,pp p,UCmzxPgQ_TLzQ0SPIjUc7tqg,@revalnio9096,1,2023-05-19T15:10:16Z,neutral
UgykRP0aycsVvFsDIJl4AaABAg,Putus urat malu wkwk demi viral,UC4y9w1UqfdO8lWuU9EUpkrQ,@user-nr1jl6qo4d,1,2023-05-19T13:13:42Z,negative
Ugx8Paj0idsMdSMHbyF4AaABAg,Gak ketumu kamu kak guwa ke situ sekarang dah kejawa timur lagi😢,UCUy4-d4e8wnto53Dbd5sNXQ,@FAIZALAditya-xu8cg,1,2023-05-18T15:14:00Z,neutral
Ugww80kf0kn0dw_kMb54AaABAg,PASIEN RSJ LEPAS 😂😂😂,UCt14-abY3dEtUYF6UAAtGWw,@auliarahman6936,1,2023-08-22T13:01:40Z,negative
Ugyv0bahed68HqKQcct4AaABAg,PASIEN RSJ LEPAS,UCt14-abY3dEtUYF6UAAtGWw,@auliarahman6936,1,2023-08-22T13:01:52Z,negative
UgzTDAFOHwfG4MUYmed4AaABAg,PASIEN RSJ LEPAS,UCt14-abY3dEtUYF6UAAtGWw,@auliarahman6936,1,2023-08-22T13:02:02Z,negative
UgxyjtzMbpXxIPo3Nyt4AaABAg,Tempat nya Bikin Candu😍,UC74jL4Kh3dcO_zNCIxjviXA,@JAARI917,1,2023-08-24T11:14:12Z,positive
9prDIkly2N69qabTGUQ2cz,kompakbgtkakaksemogasehakselalu,UCBgPy-ARiNUyIHvjJwceI8g,@khairilana345,1,2023-06-05T23:09:47Z,positive
UgzZOWhqWRbTXiwa1dF4AaABAg,ayoo..,UCk8aVcvp8tbD1j9b79EHvAw,@RenaAnjani-me6yt,1,2023-08-27T10:41:05Z,positive
UgwQJDpyA2Jfm67eexx4AaABAg,joss hadir subcribe,UC7aw7zx2Ptpy8kCXxaKllIA,@DarisSuanOfficialTVNews,1,2023-05-17T16:12:33Z,neutral
UgxfHLXL9hQ5OsZJMqx4AaABAg,saya suka banget liat dress yg seperti ini..cantik..,UCs8lGljfekfuBN4W1KaKZ8g,@TuanRizal-zi9wt,1,2023-05-20T13:56:27Z,positive
UgwtbSWDm7c5XuWFbz94AaABAg,Jogja berhati nyaman ❤️❤️❤️,UCvBSkI9MERSUv8-aCfzWtyA,@marele7,1,2023-09-07T11:17:58Z,positive
UgxfTuMJbqBGsqlpGqV4AaABAg,Aku lek omah e cerak Malioboro bilel,UCMGJAk0ty24hy5-1CNVmEpQ,@sugiyanti8150,1,2023-05-17T12:29:15Z,neutral
Ugw4DLWdZlJC-m21dAh4AaABAg,"Sehat selalu...aku ngeliat nya senang kalian begitu kompak...,",UCdgpf0b65duRKpl0A9QcuaQ,@wongkaen982,1,2023-05-16T08:13:28Z,positive
Ugw7gHzWgILhmivCxJF4AaABAg,Penghuni Malioboro .,UCqfPNNsFRoYhotCNm45V_yA,@andrisdris2099,1,2023-05-15T19:28:32Z,neutral
UgyPKMLjMw-q4fQZp0R4AaABAg,cie lagi pacaran 🥰🥰🥰,UC8Z4eY4PQTpG2kfhGjFxJzw,@kamilaanatasya,1,2023-05-15T13:04:21Z,neutral
UgzLmCrF131rEjMD1lx4AaABAg,"jogja sekarang terlalu rame,kurang nyaman kemana mana",UCcjEFioteKKI38hSG9Xpi1w,@akhidfahrur5130,1,2023-05-11T12:55:30Z,negative
Ugw4XnD8WS8DtjgZGKF4AaABAg,😂,UCftSriIPXnwF3-HbCXdBjDg,@Nahda_craft,1,2023-05-14T14:21:39Z,positive
9oguqeKRUeB9qac2fFl9Eb,Jogjadahbykemajuandibandingsaya❤,UCBgPy-ARiNUyIHvjJwceI8g,@khairilana345,1,2023-06-05T23:14:53Z,positive
9oguqeKRUeB9qacA2M5m73,"dulu,mantaap8kereeeeenabispokoknya",UCBgPy-ARiNUyIHvjJwceI8g,@khairilana345,1,2023-06-05T23:15:54Z,positive
UgxnNWmBhcKN1vLnPP14AaABAg,Masi mending jogja nyaman sekali,UCdNxSp9kMiDbw25p6O7zflQ,@infinixponsel451,1,2023-05-14T06:23:14Z,positive
9oRl3ZMTKlZ9qE8cim3pyn,"Terus kalo ud ketemu, mau ngapain...🤣😁",UCUa1aLX7uY9lzpru7rYLC-Q,@yudimartono705,1,2023-05-27T20:26:32Z,neutral
9oRl3ZMTKlZ9qJrVRk0SB4,😁🤣🤭👍🏻,UCUa1aLX7uY9lzpru7rYLC-Q,@yudimartono705,1,2023-05-30T01:43:34Z,positive
UgyS8KDnBPc8FyKvXgZ4AaABAg,Makin banyak aja para laki2 bertulang lunak,UCrm42mfKGoGCgSLZVLOY6Sw,@malikazanjabila8019,1,2023-05-11T14:10:55Z,neutral
UgzSbWVGQ1GLAkHMupZ4AaABAg,Si cewek bodynya sexy bet yaa,UCmkqudyf5e9v3F_DoMasM6Q,@koleksimemory820,1,2023-05-20T12:55:50Z,positive
UgwAOBQqlPdSIwzFN-Z4AaABAg,Jogetnya Asek,UCnV2qPklKxxhsPQb3zvj4CQ,@user-mp8nl9ky3l,1,2023-05-11T12:28:22Z,positive
9p_3AoLsmYH9qNqo1pJV7B,Jogja bgus weekend difference places🛀😁🤭🏃🏃🏃🤭🤭,UC5IVGFRGMsbHKA4ib54y62A,@sulfinafajriah,1,2023-05-31T14:54:27Z,positive
UgwIP52owiWMEcoKDCx4AaABAg,Udah pernah,UCMjfkJNFAJSE5KC3OlDBMxg,@JoProjo-yu3qe,1,2023-05-21T13:23:14Z,neutral
UgxnsPJCDKSsZxmqm_p4AaABAg,Rusaak rusak,UCx3d9tzPr9nitwDSgzjPnPQ,@AminRois-jr7bf,1,2023-05-11T02:09:28Z,negative
UgxdSZ9W-9dTLplZuCp4AaABAg,Tutor tulang lunak 😅,UCqYBvM12-U3U-W7oOJBfLpQ,@esagarage9760,1,2023-05-23T09:57:11Z,neutral
UgxB88TjoSpWrs0ZLIl4AaABAg,"aku udah ke malioboro😁 disana aku liburan
 sama temen"" aku pertama 
di
1. jogja bay
2. taman pintar
3. Malioboro 
pas ke malioboro disana hujan 😩",UCkm8n-m21h-qwJswLlCEsAw,@eli_s342,1,2023-07-19T14:17:43Z,negative
UgyFqlTKt7NXUjeUWcd4AaABAg,💖💖💖💖💖,UCYoz0djjvk1kIY-z3w2TlfQ,@auravivi9807,1,2023-05-23T08:30:59Z,positive
UgwSjfle4akH86m_Ta54AaABAg,Ajarin dong kita nari kayak gitu,UCcbL0IdBsx7gBRfukYbQ2zg,@TubiTube845,1,2023-05-22T10:28:08Z,positive
Ugzanx3EvBbryCdtwhJ4AaABAg,Bosen..itu mulu jogetanny..,UCbE6iRVJkWteJ6ASWSbjGlQ,@arisamudra8812,1,2023-05-22T09:51:50Z,negative
UgzCkWIfrCmy_FvjR_J4AaABAg,Kalo gni kok sepi aq dua minggu yg lalu pas mlm minggu ksna rame bgt 😝,UCPeiNuatFeEDOFp1uQsoTsw,@diananggraeni2234,1,2023-05-22T03:17:31Z,negative
Ugx6qDQZEEESwztcRCR4AaABAg,nanti kalo ke malioboro... pengen bgt bs ketemu kalian...,UCNZNPBc7jiaidBlVuRruPrg,@sithaitsme3535,1,2023-05-22T00:59:32Z,neutral
Ugyg4SItUmQXi3qcHBx4AaABAg,ngajegang na lebar teuing,UC8L39iBYfOP54oP3JNocFjA,@pandudiandra5567,1,2023-05-21T23:49:23Z,neutral
9p2IoFlsvz09qFFcSuLAXL,😅,UCxmcrg-nmhUoAnr8ekOnqbA,@user-lh7fv4pw7t,1,2023-05-28T06:46:54Z,neutral
9p1x7bf6qnm9p7SWwIrMhu,Jadi kangen jogja kalo gitu aku,UCaYJuUA7UeID4BUQ10XdCWw,@ekaprastioc9749,1,2023-04-30T09:34:18Z,positive
UgxF493A7NYdugC5jmB4AaABAg,Haram haram neraka,UCw61IrMURNCOU7tycxtBJAA,@kittypussybutak2119,1,2023-07-27T11:33:33Z,negative
