id,textOriginal,authorChannelId,authorDisplayName,likeCount,publishedAt,sentiment
UgyJ30bwWdrO3jqH5bZ4AaABAg,"Semua itu tergantung dari Naluri & hati kita 
smua itu jgn Di jadikan Masalah ... kn Bisa Nego Juga  tooo ... ?! 
Pertama  ..... 
Naik andong Sangat Klasik sekali .

Ke Dua .... 

Naik Andong Mempunyai Ke Asikan Tersendiri & Bisa Utk Jln Santai ... 

Ke Tiga ...

Melestarikan Kendaraan Original Tempo Dulu &  Para Konsumen Masih Punya naluri utk Membantu Ekonomi para Kaum Yg ekonomi nya Rendah . 

Jujur Saja saya Salut
Buat Bp nya Ini ... Tdk Pake Ribet Cara Tawar menawar nya ... utk Make Andong 
Kalo naik Grap sdh tdk asik lagi ... &  sama Juga Bohong ...   Mayoritas Org Banyak yg bawa Mobil sendiri dtg ke Malioboro. 
mau jln2 di Area Malioboro   sj kok mau make mobil  .
Make andong  ngiras - ngirus  mengurangi Kemacetan.

👍👍👍👍👍👍👍👍👍

Lain yg Kita Bahas .... ??!!!

SATPOL PP di Jogja Cara Pengelolanya Kurang Jelas 
Juga MANAGEMEN nya  Kurang Jelas alias Amburadul .
Tolong Buat Bp Pimpinan Pusat POL PP JOGJA di sidak .
Ternyata Pol PP JOGJA ada Oknum2 yg Kurang Jelas.

Pertanyaan : .... 

Di mana letak Tanggung Jawab Pimpinnan Pol PP  ke Anak Buah nya ... ? 

Kota Jogja Yg terkenal Kota Ramah , Sopan Santun , Lembut & halus Pola  Bicara nya Ternyata Masih Menyimpan Akan Kebusukan.
yg Di Lakukan Olh Oknum2 yg Tdk Bertanggung jawab .
KOTA BUDAYA &  KOTA PELAJAR masih tersimpan Oknum2 yg Kurang Ajar",UCs-CJH-Faz3A0px63txGeZA,@sriyantobondet422,5,2023-06-02T01:48:33Z,neutral
9qe3Ln1UTtI9qn8N7VfzWl,"Taripnya nyekik leher,kemahalan pool",UCt-zWw0xQecjRkfCfPN30_w,@TonyGunadi-ts6tm,5,2023-06-10T19:56:56Z,negative
9qG-M7GoIWf9qNBsm5dDYA,Wajar secara tarif tp tdk wajar bagi penghasilan perbulan umr 3jt. Jadi ini untuk wisata tentusaja yg punya atm saldo 100jt baru murah.. ntuk wedding keren juga❤❤,UCnUIPiGFxXFyjHIismk4CVw,@DuniaCanda,5,2023-05-31T08:48:06Z,neutral
9qOnq-M8uLp9qrzSKkJoEV,"Ramah ,agar orang naik delmannya",UCt-zWw0xQecjRkfCfPN30_w,@TonyGunadi-ts6tm,4,2023-06-12T17:06:28Z,positive
UgyS4uYdA49z2KNHvj94AaABAg,"Kreto Jogja itu selain perawatannya mahal, harga belinya bisa puluhan juta
Jangan liat itu hanya ""kreto"", tp itu transportasi atraksi wisata, kayak di Bali naek atv atau diving
Modal usaha transportasi wisata kreto Jogja ini mahal sekali",UC-Be9sXSwUt5ItAWeoX5prA,@rasputinkw2704,4,2023-06-05T13:05:32Z,negative
UgzOJqtCXpaAnjs0bwJ4AaABAg,Parkir di deket ramayana mall 20rb guys.....murah kan??,UCwu8lLKGv4ux6x7YPCJvRww,@mu9349,4,2023-05-30T00:27:14Z,positive
UgzXtsoPiEXTiHew4MJ4AaABAg,untuk wisatawan kalau jalan jalan di  Malioboro jangan siang hari kalau siang hari panas dan tidak ramai tapi kalau malam hari sampai pagi ramai asalkan tidak hujan .,UCrZuD9_aCrsCiwhJ78Y2fQQ,@mukoinijack7418,4,2023-06-03T19:22:21Z,negative
9qOnq-M8uLp9rSTBU2msPB,"​@@TonyGunadi-ts6tmn
You naik odong2 aja bisa ramean.. Cuma10rebu paling😂😂",UCm6zLrPbkOKay1Kzs8Jbz6w,@bahagianiqmats6255,4,2023-06-27T06:26:56Z,positive
9qOnq-M8uLp9rVykkdgjEG,"Yang naik banyak, wajar cukup mahal. Biasanya bisa ditawar, sebaiknya jangan ngejelekin lah...",UCagLdpJvugABTsUIniKEdig,@Arnoldhamilton,4,2023-06-28T15:09:14Z,negative
UgwL3giuq0RfF6yh0Xx4AaABAg,150 naik kereta api subsidi sudah sampe jakarta hahahahha,UC1mQnCy5M-FE3bf2gA0DOBQ,@ADE_GUN,4,2023-05-27T04:35:44Z,neutral
UgxQJ5R2tskPIGLl7HF4AaABAg,"Jangan coba"" naik andong atau parkir di bering harjo, alun"",  benteng vredenbrug... selalu kena harga getok, harga"" berbahaya di jogja",UCv6OZtxKZfG8ux-eSycU2rA,@danangekobintoro3230,4,2023-06-01T03:41:16Z,negative
UgystVKVIoagavFZ79V4AaABAg,"Sue sue wong sak Indonesia aleh profesi dadi tukang andong kihhh🤣🤣🤣✌️
  Wes Ben tak apa banggg,,,, berbagi itu indah🤝🙏🙏🙏",UCFnpC-wN_OzWItmZRp7uA1A,@lekjacksontoloyooo8380,4,2023-06-01T13:34:14Z,neutral
UgwWdvLJaISBu4JimB14AaABAg,"dulu 100 mas, barangkali apa2 naik dan mahal...bisa jadi ikutan naik mas ... menyesuaikan keadaan...",UCqjsqrgBWkZ4ZoPI47drcYw,@soegiyanto9292,4,2023-05-31T02:05:43Z,negative
UgyXQVptlZ7EOdpktJV4AaABAg,Namanya di tempat wisata ya segitu... Harga makan di tempat wisata malioboro juga wow🙏🏻😅,UCQVJaTkQpUrJkokdQas2SPg,@allellvlog4564,4,2023-05-31T09:59:21Z,negative
Ugz9jtB0ZHJ6UhhaE3R4AaABAg,"kalau yg bilang mahal, besok² kalo ke malioboro lagi, bawa saja kuda sendiri     
tapi kuda lumping . .. ..😀",UCh_ABJ8OAE14p5e94ZLcaAg,@jendraleridwan827,4,2023-05-30T13:26:23Z,negative
Ugws9usSq-i6Eefo8RZ4AaABAg,Tahun 2000an jaman kuliah klo mau ke Malioboro milih naik andong dr pd bis kota. Dr kampus di sekitar terminal lama byr 2000.. bnr2 nostalgia❤,UCl0EDbMvzhAYlXQrL6M6E8A,@asrirachmawati3276,4,2023-06-26T23:01:23Z,positive
UgzOkkrjM23SSDbT0qt4AaABAg,150000 : 5 Orang ketemu nya 30 ribu per orang,UCyQVMhRaMvCEX8zVkDJzQKw,@adrenalinsusilo4256,4,2023-05-28T02:50:41Z,neutral
UgyaNAxD9GF8Lz2MjYZ4AaABAg,"Berbagi rejeki lah Pak,... Panjenengan  Rejekinya lebih banyak...👍👍",UCBz3Nsmnl2KGlpO8PoiXxPg,@Masbrowww90,4,2023-05-26T07:57:11Z,positive
9qXAlO6Ksf09qdLtmjWbUt,Paguyuban mas,UCZHoJ3ZHKJueKAzmd8kei4w,@jogjakartans,4,2023-06-07T00:42:43Z,neutral
UgzjThkXthmcK4IrK7V4AaABAg,Mahal sich tapi orangnya ramah jd seneng liatnya,UCx72coWxZVCxhdNzEcSALMQ,@valenkhalfani4941,4,2023-05-31T21:59:53Z,positive
UgxozNfQLWVnF-EhWRZ4AaABAg,Mending ke solo aja kalau wisata daripada ke jogja mahal sering kena getok harga dan punglinya aduhh bikin dompet kering kerontang,UC8L652e6caOrLlN2rfO5C2g,@rico24710,3,2023-05-31T03:55:16Z,negative
UgwWtawX2tzy5fEEIHV4AaABAg,"Harga segitu ditempat wisata spt malioboro ga terlalu mahal menurutku....
Ditempatku rental andong+kusir dari rumah ke tempat wisata yg berjarak sekitar 15 km dan ditunggu sepuasnya cuma 250 ribu....kalo cuma muter2 untuk anak2 dgn waktu tempuh kurleb setengah jam tarifnya 5 ribu/anak.",UCDx2bCk5JKSQyJRtaEFEzDA,@yudipurwanto6161,3,2023-05-31T14:39:00Z,positive
UgzmQwDcJeR63EXkAnN4AaABAg,"Murah, di Interlaken Swiss 1 jam 500chf. Yaaa sekitar 7.5juta rupiah...",UC01VFd4GwohI57MamEizHAw,@tiangpundi,3,2023-05-31T09:51:58Z,positive
Ugy-wSqwneFBK-vp-AB4AaABAg,Senengnya lamun ka yogya teh pada sopan,UCQmZrwSdOlW4GTpK3x4eCdg,@arifchannel5608,3,2023-05-31T08:04:47Z,positive
9qOnq-M8uLp9rpjdTGzESI,"Dgn tarif segitu...
Monggo nggak keberatan Mas pemilik andongnya nyantai-nyantai aja koq.
Mohon kt yg sdg membaca ato menonton film pendek ini, utk tdk nyinyirin Mas Andongnya ya...🙏🙏
Nm nya mau wisata, tentu sdh siap- siap kan... utk buang-buang cuwan 🤔🤔😊😊",UCKUtUnm_loA46XZsPXqzM0w,@mahranharahap9993,3,2023-07-06T16:41:13Z,neutral
UgyEq0z-AGu-BuoTMA14AaABAg,"Kl di hitung per kepala tetap harganya wajar, apalagi pak kusir sangat jelas ngasih rincian harga 👍",UC8dZVA7Bb_Gv6qqUzUnkMxQ,@dimassajja1186,3,2023-07-12T02:25:10Z,positive
UgyiRzDz1FeYKhylFAp4AaABAg,"Krl dolo jogja 60 km 8ribu bung , naik cikar 700 m 150 ribu .😂",UCISNQhgt3QgvpeZfAQFH4tw,@hardisusilo1615,3,2023-06-02T11:08:07Z,negative
Ugy4-0M09XHEef2oP3N4AaABAg,"Ntar kalo gak laku ngeluh.......cuma modal rumput harga 150rb,dan itu katanya harga UMUM,Semoga bs konsisten ya mas pekerjaannya.",UCLWuJ9xCRdmgaD0OeTrMXMg,@Dandi-jw3ic,3,2023-06-04T01:56:36Z,negative
UgypRFlF47Av6p7VUHh4AaABAg,"Kalo mo murah lagi... 
Bawa aja kuda dari daerah masing2... 
😂😂😂",UCt35vvFY_uYv-xIlGaJOmhw,@muchlisjunaidi3460,3,2023-06-03T13:10:30Z,positive
UgxNkFLFIRKrI_a1btB4AaABAg,Lah deket bget lho...cuman muter gda setengah kilo koq..Mahal banget.. Mrnding jln kaki aja...,UCu9MzIhhAtzGuepiNBPwMRg,@BakolEsCamcauMgL,3,2023-06-03T12:36:47Z,negative
UgySsAGIWVgIXR6q_e14AaABAg,"Setidaknya dia ngomong di awal utk harganya. Yg sompret itu ketika ""ayo naik aja dulu, biasa lah"" nah pas turun kena prank tarif 😁",UCbUUnDk_8J1jZqJZPSQm9Ww,@iwansucijatmiko7652,3,2023-06-04T05:34:08Z,neutral
9qXAlO6Ksf09rhpVLrvqV3,"Matur nuwun mas sampun diparingi jawaban sampun  sae, terang terwoco...regi 150.000 pun dados kesepakatan yang paguyuban. suwun.",UCZ2IWOn5pTrb1d7hhawIG1g,@antoniusharitono1114,3,2023-07-03T14:58:29Z,positive
9qSs4OxwYT69qWPgaULXXW,"mahal kalo pakai bahan bakar minyak, tapi ini pakai kuda, perawatan mahal",UC9kMLyLHiyRdJ-A3mVc-R7Q,@mulyadijozz7724,3,2023-06-03T22:41:56Z,negative
9qXUOXDeaz_9ruIDB0GPNg,"leres mas,kula mawon tiyang jogja nanging mboten nate ngandong mergi awis",UC5DsTWePjYR8G063IKwl-OQ,@narissarachailai829,3,2023-07-08T11:09:02Z,neutral
9qOnq-M8uLp9rW420M72vl,​@@TonyGunadi-ts6tmsorry yo mas saya mahasiswa di jogja saya sering ngamati.. dengan jumlah org segitu ya kali in per orang.. ya murah lah bayangin anda melihara kuda yang bisa sakit juga.. butuh perwatan..,UCw8autCmT2-fGiw_Elw3-FQ,@fikrimuhammadrafi1756,3,2023-06-28T16:04:09Z,positive
UgwrauP6ASzD7YhcGjh4AaABAg,Kusir hanya 30 %dari tarif....60 % mnjadi hak kuda..😅,UChypQxatYTO8IHomVcJ34xA,@edysasmy9921,3,2023-06-02T03:29:00Z,negative
Ugxw9BRg3534nX8_mlN4AaABAg,"Naik odong-odong di malang keliling kota.. Per orang Rp.5.000,-",UCi2X_wzKAyJIdUWPkSXTSMA,@dwiyuwono4983,3,2023-05-24T00:45:31Z,neutral
Ugx3kI-omi3o6yio0h54AaABAg,Aku dlu jaman SD naik andong 10rb dari malioboro sampai tamsis rumah ku 😁,UCRr9icvkjBzMS35aun5n3Lg,@Eurogarage99,3,2023-06-04T12:53:28Z,neutral
UgzT4ZU9YxnoTb0K0uB4AaABAg,"Jogja ku mmng Istimewa,, 💖..",UCCJf5uyW0YRkKfunFg6AK_Q,@endangpurwantiestiningsih9346,3,2023-06-30T05:24:41Z,positive
Ugz4Huf5iW-G-zimDw54AaABAg,jujur itu mahal. krn 'malioboro' kali. diklaten ada muter 1desa cm 3rb per org. konsumenny jg cm anak2 desa jd susah dinaekin,UCR32ZpnwfANnKC_A-x1PSLw,@ab-ts9hp,3,2023-05-30T16:34:05Z,negative
