Comment_ID,Author_ID,Author,Text,Likes,Comment_Date,sentiment
7376461817025233670,7031085687776707610,akuusukabunga,"@zerra:jogja tunggu aku ya, sampe aku bisa kuliah disana",24,2024-06-04 08:59:25,neutral
7309496570167706373,118620509029769216,matchabodohhehhe,pgn ke jogja tp sendirian takut juga belum pernah keluar kota sendiri 😭,22,2023-12-06 22:00:04,negative
7298215434371891973,7261592014659372034,adibfaikar5,kangen jogja😭🫶,17,2023-11-06 12:23:32,positive
7310096282721534726,6926739928912036865,helenaaaaa046,"pdhal baru kemaren dri Jogjaa, tpi udh kngnnn",16,2023-12-08 12:47:21,positive
7376501226009002757,7035378062942913542,mbajlk2,kangen stady tour ke Jogja 🙁,15,2024-06-04 11:32:18,positive
7368631503838298885,7317282160284189701,bzzdie_aira27,jogja tunggu aku ya 28 Juni aku kesanaaaa,15,2024-05-14 06:33:51,neutral
7290518630234735365,6826553790650500097,httpsxnanaxy,Jogja tunggu aku yyya setelah lulus sekolah aku maw jadi maba disana.,15,2023-10-16 18:35:54,neutral
7296068155654849286,6998496939688297499,meyy_01234,"tanggal 4 November 2023 aku akn ke sna,jogja tunggu aku yaa🙏☺",14,2023-10-31 17:31:11,neutral
7320926045132833541,6862221754221003778,milkberryzyy,pliss siapapun bawa aku kekota indah inii:),12,2024-01-06 17:12:19,positive
7310957283839771397,6544094025241100290,fellxxyn,"bismillah suatu hari nanti, JOGJA💗",12,2023-12-10 20:28:27,neutral
7290760110794752774,7042939269090935810,sucidesssssssss,Jogja tunggu aku ya,12,2023-10-17 10:13:01,neutral
7299049029894292229,6966565665152009218,mhmdakbar0211,"terkadang waktu yang singkat memiliki kenangan yang hebat,, gamon Jogja",11,2023-11-08 18:18:17,positive
7374977874720211717,7326091301882332165,pinaawloewloe,jogja tunggu ak yah tahun depn ak pastiin ak bisa kesana🥺😍,10,2024-05-31 09:01:06,neutral
7311572763386381061,6857676558699774977,t4u.rus,"semoga menjadi rumah kedua di tahun 2025 nanti, See u jogja",10,2023-12-12 12:17:00,positive
7285711230290625286,7162397349205050394,stelxzcq,JOGJA TU NGANGENIN ☹️,9,2023-10-03 19:40:49,neutral
7324712106228859654,7322314613017068549,seliana.angel,"aku suka sama seorang laki² yg sama sekali aku tidak kenali disana tepatnya di museum rumah hantu Malioboro laki² yg bermata sipit,kulit putih itu",8,2024-01-16 22:04:07,positive
7350516779993662214,7269527770064684038,bayusukajkt48,Hitungan Ke 3 kita tag ci Shani 1 2 3.....,8,2024-03-26 10:59:32,negative
7374400642817180421,7279716051288491013,onlyytaaaa,"jogja,nnti aku kembali lagi dengn seseorang yng tidak kalah istimewa dgn kota mu.",8,2024-05-29 19:40:58,neutral
7372910088661271301,7269652708825777157,alleyesonrafah._1,SECINTA ITU AKU SAMA JOGJA🤍✨🫀,8,2024-05-25 19:16:56,negative
7287581499695317765,6814782228587021314,aenu_syara80,Jogja Dejavu🥺,8,2023-10-08 20:38:24,neutral
7347687898479166214,7297215203933553669,pelestina_indo,dengar lagu jogja kaya gini ke ingat ci shani,7,2024-03-18 20:01:55,positive
7288593864678441733,6961259901339370498,f3b1_12,Jogja tunggu aku yaa,7,2023-10-11 14:06:58,neutral
7312681406605312773,6882522104387322882,zhaa_starst,"jogja tunggu aku yaaa, Januari aku ke sana",7,2023-12-15 11:59:06,neutral
7285374436805509893,7196583018932110363,angely.bernatha,kangen Jogja,7,2023-10-02 21:53:51,positive
7376117172248183557,7219975641906217986,ji_luvvv,"BISSMILLAH UGM, AAMIIN",6,2024-06-03 10:41:58,neutral
7298659905887306502,6962394912700580866,zndbiswjrhdh,@raa andai dulu kita bertemu lebih lama pasti bisa jalan jalan mengelilingi Malioboro,6,2023-11-07 17:08:22,neutral
7290173877438956293,6681880300300043266,salseeeeee,"rinduu jogjaa, jogjaa tunggu akuu desember yaa🥹🥹",6,2023-10-15 20:18:14,neutral
7297919306389340933,7255489114409436165,wulanxcz_,Jadi Pengin Lagi Ke Jogja Deh ☺,6,2023-11-05 18:06:25,neutral
7294866150042862342,7240726771891913733,___badutmu__,kapan lagi bisa ke jogja🙂,6,2023-10-28 11:46:46,neutral
7295150907477771013,6756567529076950018,lila.nurlailaa.21,Malioboro🦋😭,6,2023-10-29 06:11:52,neutral
7303843988887438085,6987238520772674561,gaaaasps,meskipun cuma 3 hari disana tapi kenangan nya melekat bett💐,6,2023-11-21 16:25:16,negative
7375345393292608261,7355779260872737797,tari.deswali,kangen banget jongja 😭,5,2024-06-01 08:47:07,positive
7347409374958748422,7222132822742467586,ily.sofiya,aku kamu dan Jogja waktu itu😌,5,2024-03-18 02:01:07,negative
7295417488192537350,6973617090230109185,dwi_daryanti02,jogja masi jadi tempat favorit❤,5,2023-10-29 23:26:08,neutral
7375881428879475462,7048202588949398530,amndanurotvani,jadi pengen ke Jogja lagi,4,2024-06-02 19:27:11,positive
7372166285851296518,7318397856822117381,gaawragoht_,sekolah ayok study tour ke jogja 😁😁😁,4,2024-05-23 19:10:32,neutral
7376316122277380869,7314968677135762438,nanadya4_,jogja cantik bangett🥺jadi pengen kesana lagiiiii,4,2024-06-03 23:34:05,neutral
7365096211408700166,6919258292901905409,dnn.aee,pengen ke jogja lagii,4,2024-05-04 17:55:12,positive
7365492661040972550,7277846575690056710,akun.aqila0,@dewi suka faal @Hey_its keisha. @𝙩𝙝𝙞𝙨𝙨_𝙞𝙨𝙨_𝙘𝙚𝙜𝙞𝙡𝙡 @mutiara s. @Naura Farah @🌹💐 😭😔😔 doakan aku semoga suksessssss💪💪💪 buat kalian jugaaaaaa💪💪💪💪,4,2024-05-05 19:33:37,positive
7376432138369057541,7116050804805960706,cancergilrssss_,ayoo ajak aku kesana ga punya temen😭,3,2024-06-04 07:04:15,neutral
7376541543307543302,6902366901478867969,arisky013,"Jogja tunggu aku yaa, aku akan kesana membawa orang lebih istimewa dari kmu😊",3,2024-06-04 14:08:48,neutral
7375739616663765765,7181280341767488538,cyyjkey,"@zerra:jogja tunggu aku ya, sampe aku bisa kuliah disana",3,2024-06-02 10:16:52,neutral
7375320649683976965,7345476719899870213,sofi_immalloo,jogja aku pengen kesana lagi.,3,2024-06-01 08:04:03,neutral
7375794707418252037,6906336049392813057,danzoo0_,"minggu lalu baru pulang dari jogja, liat vt ini jadi kangen jogja",3,2024-06-02 13:50:47,positive
7370738572943737606,7012130231033873434,flower_hcaa,@𓍢 ִ ໋ ִֶָ 𖥔 ࣪˖: jdi kgn jogja🥺,3,2024-05-19 22:50:25,negative
7375810666551165701,7136430436315038722,vannn..naa,Mo ke jogja lgiiiii pliss🙁,3,2024-06-02 14:52:42,neutral
7371314186338648838,7295650027207197701,liyayaaa_all,tunggu aku tahun depan ya jogja🤍,3,2024-05-21 12:04:00,positive
7365048034663858949,7222505708154553371,hanadahours,@Shani Indira udh mau pulang ya ci?,3,2024-05-04 14:48:16,positive
7374420697320751877,6996496658465948674,zzxzhwljzqhcjm_079,@nadine_dine🗿 @⚡n_dyy @ijpzi-iq GASABAR DEH MAU STUDY TOUR KESANAAA❤,3,2024-05-29 20:58:53,neutral
7375806278347735813,6883128738243904514,wwannnv,"pas study tour pengenny plang trus, ps udh pulng pngnny ke Jogja lagi🤣",2,2024-06-02 14:35:34,neutral
7376486748921021190,6943285871366341634,ajiw026,Jogja tunggu aku yah di bulan juni ini,2,2024-06-04 10:36:14,neutral
7375187501713228549,6767341393166828545,syfhanrfdh_,sekangen itu sama jogja🥺🥺💖,2,2024-05-31 22:34:23,negative
7375745420503352069,6853410666986243073,nylawrrr,PENGEN KE JOGJAAA 😭,2,2024-06-02 10:39:29,negative
7367666570318103302,6912237151262344193,liat.apaaaaa,kgn bakpia jogja,2,2024-05-11 16:09:31,neutral
7376217866523542278,7048377431745184770,anak_orang1523,kangen jogja 😭😭,2,2024-06-03 17:12:45,positive
7376569944249418502,7121651889301062683,drtn__,Jogja terbuat dari Rindu💖,2,2024-06-04 15:59:06,positive
7372165888219710214,6556991250867470337,loaftyjaem_,kangen malioboro🥹,2,2024-05-23 19:09:06,positive
7371958788511564550,7250845430862775298,miru.miru31,kota kelahiran,2,2024-05-23 05:45:29,positive
7366607172991779589,6696550513436410881,co0kieezzzs,mau ke jogja :((,2,2024-05-08 19:38:21,positive
7365487175504331525,7277748973598704645,amasukaadel,Jogja aku titip semesta ku .,2,2024-05-05 19:12:17,neutral
7365012889022055173,7269209623310697477,lluv.nnazz,"Jogja tunggu aku yaa!!,sampai aku kuliahh disanaa!!!??",2,2024-05-04 12:31:55,neutral
7370188263338312453,6787545320207418370,arr_yys,Tunggu aku mnggu dpan jogjaa,2,2024-05-18 11:14:49,neutral
7367210421517107973,6939448102614189061,n__.ylaa,"aku, kamu dan yogyakarta waktu itu",2,2024-05-10 10:39:27,negative
7366846939218641670,7297599969481212933,4iraa.cntii,pengennnn kee jogjaaa🙁🙁,2,2024-05-09 11:08:53,neutral
7371712468156482309,7164328021008499714,girltaurus79,"Aku, km, and malioboro@BE 305 VITO 😝",2,2024-05-22 13:49:36,neutral
7372182853448336134,7046897500397962242,dfni2,"@jogja:""Wait one more year, I will definitely come to continue my education""",2,2024-05-23 20:14:49,neutral
7376453514325410565,7288494146566079494,abcdefghilyanaaa,AAAAA PENGINNN KEE JOGJAAA LAGIIIIIIIIII PLISSSS🙏😭,2,2024-06-04 08:27:13,neutral
7365371785842000646,7295226677288993797,chika.yoshi,@LFI👾 @mas R @mochii76 tinggal beberapa Minggu lagi weh kita kesana,2,2024-05-05 11:44:28,neutral
7371735222783820550,6821188073671050242,claraanazwa,@rstod @plat be kosongg. @kia sakit hatii @☆ @vely andni @mbak ell💫,2,2024-05-22 15:17:50,neutral
7367384331846910726,7185782854616531970,https_deyy,@nanapenjahat🚀💥 😫,2,2024-05-10 21:54:07,negative
7370171701139391238,7348367983985820678,evan_no3,@Shiro,2,2024-05-18 10:10:40,negative
7376558636997804805,7149555296036946946,urlove_kaa5,jogja tunggu aku ya,1,2024-06-04 15:15:15,neutral
7375919951700345606,7249642714026181634,akana_caine_,TUNGGU AKU YA JOGJA 8 HARI LAGI AKU KE SITU!!!!! 🤩🤩,1,2024-06-02 21:56:42,neutral
7376508774876218117,7286426687356896261,panggilajahsalpa,ya allah udah tiga lebaran gak pulang ke jogja aku rindu mbah ku🥺,1,2024-06-04 12:01:44,neutral
7376474138237928197,7183178612303512602,cellforledibb,"aku,temanku,study tour kala itu",1,2024-06-04 09:47:17,neutral
7372184296805761797,7043257459570803713,nbzsyf,"jogja, aku pasti bakal bisa datang lagi kesana. bukan hanya untuk berkunjung, tapi untuk kuliah. aamiin",1,2024-05-23 20:20:30,neutral
7365835709901325061,7306490559211389957,pesona_fliphina,yey bentar lgi study tour kesono😁💐,1,2024-05-06 17:44:46,negative
7375379780810064645,7224485458897241114,hrm.4zy,GASABAR BGT NNTI MINGDEP KE JOGJAAAAA,1,2024-06-01 11:00:36,neutral
7375816467243696901,7298241214393287686,mdptryff7,pliss aku pernah keplarak di situ malu bngtt anjrr😭😭,1,2024-06-02 15:15:09,neutral
7375906931260031749,6888576811678499841,putrianjelina_,Jogja tunggu aku yaaa,1,2024-06-02 21:06:15,neutral
7375929860219683590,7216241020006237210,nisamynla8,tunggu aku kesana bersama org yg ngga kalah istimewa nya denganmu 🥰,1,2024-06-02 22:35:11,neutral
7375347686234948358,7280532177816650758,neth.af,tunggu aku Jogja.,1,2024-06-01 08:56:02,neutral
7376488092583150342,6887463039579522050,luthfia5555,AKHIRNYA AKU KESANAAAAA TUNGGU AKU YAAAA,1,2024-06-04 10:41:26,neutral
7375949648890659590,6956467600349316098,aafiiee_45,@ikaaaa @s @d @piaaaaa kangen🥺,1,2024-06-02 23:51:56,positive
7369244357776081670,6996217297127982082,dziikraax_,@Ryourizz setiap pulkam pasti kesini tapi rame banget😭,1,2024-05-15 22:11:59,neutral
7375129169300914949,6929776964837721089,alicia_nala4,gue pernah kesana😭😭😭💕💕💕,1,2024-05-31 18:48:05,negative
7376355869699949318,7271927467652727814,xvy_daaaw,kangen sama samaa Jogja 😭😭😭,1,2024-06-04 02:08:20,positive
7376095859652264709,7208565443073967110,sweet.dump__,jogja tunggu aku senin depan ya!!,1,2024-06-03 09:53:13,neutral
7372622722566931206,6831311666053383169,intancanti_,jogja tunggu aku yaaaa 🥺,1,2024-05-25 00:41:49,neutral
7372622722566931206,6831311666053383169,intancanti_,jogja tunggu aku yaaaa 🥺,1,2024-05-25 00:41:49,neutral
7374803516999238405,7118411129625527323,wagosboloyanto,pengen balik lagi ke jogja😭,1,2024-05-30 21:44:24,positive
7376431521311261446,7081808348185773082,aurarara_29,aa dejavuu bgtt,1,2024-06-04 07:01:50,negative
7368855891356369670,6740893650693260290,kuu_iuu,@chaila_kayy pengen kali kesini😔,1,2024-05-14 21:04:40,negative
7376274851811033862,7168060571038876699,barr.yttaaja,nyesel waktu itu gk foto🗿,1,2024-06-03 20:53:56,negative
7370970624582779653,6702236995027371010,niikaa._,@D.Q anak soleh pengen kesinii,1,2024-05-20 13:50:59,negative
7372071694607090438,7210964479310414849,kebontunggulhideung,Jogja tolong jgn bikin rindu :(,1,2024-05-23 13:03:32,positive
7371877279242846981,7343075973532599301,nantaa_08,@__cremeboba jogja sebagus itu,1,2024-05-23 00:29:05,negative
7371755690065150726,6937969472838140930,amanda1245_,"JOGJA aku punya impian ketika aku lulus aku ingin langsung ke sana, tolong wujudkan impian ini yah😄👊🏻",1,2024-05-22 16:37:17,neutral
7371464266439115525,6877596698374784001,1910zyy_,jogja tunggu aku yaa..,1,2024-05-21 21:46:25,neutral
7371369286567691014,6979385586521392133,falevi_08,JOGJA TUNGGU AKHIR BULAN NANTII,1,2024-05-21 15:37:57,positive
7370638637900284677,7261796204097897478,laa_raa_ss,jogja tunggu ya kamis aku kesitu😊,1,2024-05-19 16:22:31,neutral
7370283602942804741,6913820161330365441,uceupeesukatoyaa,"3 tahun lagi jogja,tunggu aku kuliah disana kota istimewaa🙌😄",1,2024-05-18 17:24:52,positive
7369878379430691590,7363291831688381457,anggun_malaa,"jogja tunggu aku yh, bsk aku ke sanaa",1,2024-05-17 15:12:24,neutral
7368157042811618054,6692972855557522433,klpiwhg,Sesayng itu sama jogja🥺 plis aku suka bngt kesini nenangin suasana hati dan heling ny bgus bngt🥺,1,2024-05-12 23:52:44,positive
7372218261293892357,7256420091482014726,krnaaa41,dan di situlah aku terjebak gak bisa pulang sampei tengah malam 😇,1,2024-05-23 22:32:17,neutral
7367377120950240006,7265256122537231365,r._clme,"suatu saat nanti,
lulus sekolah pindah ke Jogja
blokir semua aplikasi ganti nomor pake nama tengah and.. memulai hidup baju di jogja",1,2024-05-10 21:26:13,neutral
7367347305937142533,6871375181715424262,aiiameeng,JOGJA BIKIN KANGEN,1,2024-05-10 19:30:32,positive
7367259158724461317,6994647731467109377,sybnaaina,"@zerra:jogja tunggu aku ya, sampe aku bisa kuliah disana",1,2024-05-10 13:48:24,neutral
7366975380760544005,7357609634096595974,khansaaalopyuu,"rindu jogja🖤🖤
sekarang ibu aku lagi di jogja aku di ajak malah ga mau soalnya ibu aku niat nya kepantai tapi malah ke Jogja nyesel banget ga ikut😭😭",1,2024-05-09 19:27:13,neutral
7371803429326471942,7159873175890674714,naddndila,"jogjaa tetap indahh teruss yaa, tungguin aku disnaaa🥰",1,2024-05-22 19:42:27,neutral
7366788889270436614,7312057363882640389,glxssy.vezalleee__,"@Karina🎸🎀:FYP GW JOGJA TERUSS,TRUSS KATA BAPA GW BULAN DEPAN KE JOGJAA😭😭😭",1,2024-05-09 07:23:33,positive
7366508154626441989,7173621969249256474,dndeerdt,gw waktu itu pas liburan th kemarin ke Jogja ga bisa vidioin karna penuh bgt 😭😭😭😭😭,1,2024-05-08 13:14:12,negative
7366171459242279686,7098327145860170753,igunberibadah,jadi keinget waktu SD study tour ke Jogja iseng naikin bejak yg lagi berhenti ehh malah jalan sendiri🗿,1,2024-05-07 15:27:34,neutral
7366137197832241925,7228369799335642138,txtuzigzufx,pengen ke Jogja lagiii,1,2024-05-07 13:14:48,positive
7365811084647940870,7355889319587234817,nswfrd_48,"JOGJA KITA TITIP PRINCESS KITA YAA, NAMA NYA SHANI INDIRA NATIO.",1,2024-05-06 16:09:18,neutral
7365527215603352325,7189602692103603227,fqml_123,kenapa ya kalo denger lagu ini kaya rindu study tour ke Jogja,1,2024-05-05 21:47:32,neutral
7365421641378497286,7234004288832422917,lvlyv_7,"JOGJA , TUNGGU SAAT BESAR NANTI YA SEMOGA PUNYA RUMAH DISANA DAN KULIAH LOVEE BUAT JOGJA WALAUPUN KOTA JOGJA BUKAN KOTA LAHIRKU KOTA ITU ADALAH KOTA IMPIANKU❤️🏙️",1,2024-05-05 14:58:05,positive
7368415757163070213,7201655623942849563,gadizanadine8,semoga tahun ini bisa jadi maba di sana😄,1,2024-05-13 17:34:46,neutral
7367574286950990598,6788747708280865793,miftaaulia123,semoga tahun depan bisa ke sna aamiin...,1,2024-05-11 10:55:52,neutral
7366867991467082502,7314327990303720454,sa.aaaaa04,"joga memang istimewa,tapi tunggu aku kembali kesitu dengan orang yang ngk kalah istimewa dengan mu.",1,2024-05-09 12:30:38,neutral
7366758081076691718,7330501015924540421,jkt48_006,PAS BANGET AKU LAGI DI JOGJAA😭😭😭,1,2024-05-09 05:24:08,neutral
7365712253470393093,6959152474428408838,rafi_muhammad_,first date... jdi kangen orangnya😌,1,2024-05-06 09:45:45,positive
7366962740529627910,7355141143295738886,joanoct_,@neyoww janji kita akan kesana ya🥰,1,2024-05-09 18:38:13,neutral
7374392021236581126,6860811784858387457,pramitaaa__,@20Januari ♒ ehem😌,1,2024-05-29 19:07:34,negative
7376558490779124486,7366972995234399237,sweetnay293,JOGJAAA TUNGGU AKU YAA SEBENTAR LAGIII🥹🩷,1,2024-06-04 15:14:36,neutral
7376481057702675206,6938605408051905537,kylalala14,Jogja tunggu aku sampai aku bisa kesana😉,1,2024-06-04 10:14:04,neutral
7372200845587612421,7178312281239159809,ciciiloww,@꧁ℕ𝕠𝕥 𝕡𝕣𝕖𝕥𝕥𝕪𝕪꧂ kalo udah sukses ke Jogja yaa?,1,2024-05-23 21:24:45,positive
7376419232567362309,7307911847934854150,afiqah_mritzz,ayo kembali kesana🥺,1,2024-06-04 06:14:12,neutral
7375900510290739974,7129045805881902081,iisalmaa_8,jadi kangen suasana Jogja and vibes study tourr ☹️,1,2024-06-02 20:41:10,neutral
7374926040102552325,7320218082096858117,saa_ajaa2,@PABOYA🐻🤡:GAMON SAMA JOGJA😭,1,2024-05-31 05:40:00,positive
7370606584530289414,7338448666980402182,aulia_or,semenjak shani gred isi tik tok gw jogja🗿,1,2024-05-19 14:18:18,positive
7367422917888475909,7264463291148403714,aisyifa384,"do'a in yaaaa biar bisa kesana lagiiii, kangen jogja soalnya🤍🤍❤‍🩹",1,2024-05-11 00:23:57,positive
7366583860753089285,7197257917404857371,vionaayuwandiraa,jogja kami titip shanii😘,1,2024-05-08 18:07:59,neutral
7366578699506696966,7243234591431164929,theyluv_ririss,Jogja aku titip semestaku ya🩵✨,1,2024-05-08 17:47:59,neutral
7366519967330484998,6986121649305879553,frdhmill_,Semenjak Ci Shani Grad Fyp Ku Jogja Semua😞,1,2024-05-08 14:00:04,positive
7365773154457125637,7278177162620290053,hainamakunita23,jogja jaga tuan putri di sana yaa😔,1,2024-05-06 14:48:45,positive
7365484201657647878,7317461569720452101,malfoyfamily854,"jogja, Terima kasih lebaran kemarin aku di bolehkan pergi ke tempat wisata mu sekaligus menginap selama 5 hari
jogja, tempat mu memang indah sekali, aku rindu vibes lebaran kemarin",1,2024-05-05 19:00:44,neutral
7368651350438462214,7324508335288894469,alwaysdisss,@lov.syah💐 iki ta sah,1,2024-05-14 07:50:57,neutral
7367207114216309509,7207982817396835335,adibahiffah,"Pengenn, tp gakuat aja patuhi aturannyaaa",1,2024-05-10 10:26:36,negative
7375777990259294982,6845932446576460801,nyaan111,@menggale rebus,1,2024-06-02 12:45:51,negative
7374359098458161926,6825088104224949249,wahyusuryadewiii_,@𝙑𝘼𝙍𝙄𝙊𝙎𝘼𝙆𝙄𝙏𝙃𝘼𝙏𝙄💔,1,2024-05-29 16:59:47,negative
7375520552628880134,7365446260894319621,akuyin87,@aishh💥 @memeyy,1,2024-06-01 20:06:49,negative
7305080699093943046,6956856686553760773,rxzzyaa,"kemarin abis kesanaa hehe, sekarang udah pulang ke Bandung, thanks jogjaa🥹",1,2023-11-25 00:24:16,neutral
7305006874347913989,6861549800229078018,caecia022,jogja tunggu aku ya smpe aku pkl dsna,1,2023-11-24 19:37:48,neutral
7304963936498500357,7170292695528571930,mirnaaslsblaptr,jogja tunggu ak ya ak pasti akan kesana untuk menemui seseorang yg sangat ak cinta,1,2023-11-24 16:51:15,neutral
7304909945316754181,7117951706822296603,vivarrqkingdomm,"Tunggu aku ya jogja, 15 januari aku kesana",1,2023-11-24 14:36:56,neutral
7304897631016731398,7239718927378220037,ay.rine41,kangen jogja,1,2023-11-24 12:34:08,positive
7304876164467983109,7120661424326493185,aawwzzzz,@itsnasme,1,2023-11-24 11:10:52,negative
7304651972173677318,6763431501780468738,wh4yyyyy,"aku,kamu dan jogjaa waktu ituu",1,2023-11-23 20:40:31,neutral
7304472944251437830,7215118882800010242,user1091954003937,Dejavu brng km keliling Malioboro hehe tp Januari bsk ak ke jojga lgi tp tda dgn km lgi..,1,2023-11-23 09:06:02,negative
7304457883193901829,6538278393309822977,diaryoflvy,@sháverla,1,2023-11-23 08:07:40,negative
7304255934410212102,6770433078940926977,panilalaate_,@jidaja jogja dan 🤍🤍🤍,1,2023-11-22 19:03:53,positive
7304114678911927046,6952982515947684865,oldy_69,"Jogja jangan berubah dulu yaa, aku mau kesana ingin merasakan mantra cinta yg katanya selalu ingin kesana “lagi”",1,2023-11-22 09:55:38,neutral
7304071028781843205,7028191062028125186,mochiacr,@hmdassaanjaymabar,1,2023-11-22 07:06:22,negative
7304044912868999941,6968039693062685697,r.rynndabell,@￴r,1,2023-11-22 05:25:01,negative
7303942577094378245,7220070933933917186,shopiewww,@ris. saatt waktuu ituu🥹🥹🥹🥹🥹🥹🥹,1,2023-11-21 22:47:48,neutral
7303921532459156230,6880848724793852929,youre_im,pas studytour dulu inget dikejar-kejar pengamen anjir 😭😭😭,1,2023-11-21 21:26:09,neutral
7303906901532082949,7146835650094842906,human_ndah,pengen nyang rumah hantu Malioborooo😂,1,2023-11-21 20:29:24,positive
7303905013734179590,6958348157643441157,faabigaill_,akuu rindu Jogja.. Jogja tunggu aku yaa kapan kapan aku kesana lagii,1,2023-11-21 20:22:04,neutral
7303874906843284229,6853378254977647618,aldinurfadhila,@sopiii gedung BNI jadi saksi,1,2023-11-21 18:25:11,positive
7303868781363790598,6831381458130289666,frhwwaa,@mirrr,1,2023-11-21 18:01:22,negative
7303862961482810118,6888621352421999617,im.nonah,@faa ayooo kee jogjaaa,1,2023-11-21 17:38:57,neutral
7303827118285931270,7277147787707794439,neng.f4nny,Bismillah Februari ke Yogyakarta,1,2023-11-21 15:19:58,positive
7303805340696085253,6860633297371350018,rafaellusiano49,"Jogja tunggu akuu ya, Desember akuu ke sana",1,2023-11-21 13:55:24,neutral
7303767729264313093,6826884202680583170,11.dmmz___,@xymn @blue,1,2023-11-21 11:29:22,negative
7303573377427456774,6709823999003689986,zhaa110,gua klo di jogja ke bawaan nya tenang bett oi 😌jd pen ke jogja lgi,1,2023-11-20 22:55:07,positive
7303545778194285318,7172523273610871835,oshin_.157,"Jogja tunggu akuu ya, Desember akuu ke sana",1,2023-11-20 21:08:02,neutral
7303498330917815045,7096824556657280001,hytoman,@hy.sifa🦋,1,2023-11-20 18:03:54,neutral
7303199951415329542,6857028940381815810,yourgurll124,@MIXIE kangen banget vibes jogja sama kamuuu😭,1,2023-11-19 22:45:58,positive
7303168219342652165,7235313592224285701,laleouu,@Ciwi_ciwi 154,1,2023-11-19 20:42:58,negative
7303161401975014150,7139385366620242946,jayyyyyy367,"jogja tunggu aku ya, january aku kesana🥺",1,2023-11-19 20:16:27,neutral
7303139616654541573,6793559114619847682,apaadanya3489493,bang mau tanya istimewa nya jogja apa ya selain kota pelajar?,1,2023-11-19 18:51:52,positive
7303117239598482182,7151037017304138754,loreekyliee,jogja bsk aku otw ya😁,1,2023-11-19 17:25:07,neutral
7303100906860806918,6961042412379702273,cosmceilingg,Rinduu Jogjaaaa,1,2023-11-19 16:21:43,negative
7303097475652616966,6929372575013274625,yogaramdani18,baru kemaren ke Jogja seru bangett,1,2023-11-19 16:08:34,positive
7303054833946264325,7060483298531066906,litaaa947,Jadi pengen ke jogja lagiii,1,2023-11-19 13:23:04,positive
7303022675051692805,7233705523921044488,nisadenissa23,Jogja tnggu akuu yaaa!><,1,2023-11-19 11:18:16,positive
7302991894366143238,6772205963829117954,asnaajuwita_,@Arjuna Danuarta nanti kita ke sanaaa yaaa hehe,1,2023-11-19 09:18:39,neutral
7302795562151314181,6889636455351747585,srenityngga18,@N A T A L I A,1,2023-11-18 20:36:53,negative
